ad_creation_time,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,currency,funding_entity,page_id,page_name,spend_lower,spend_upper,adlib_id,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper,ad_snapshot_url,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,unknown_Unknown,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Unknown,Ústí nad Labem Region,Vysočina Region,Zlín Region
2021-05-19,"To je zase hnus od politické konkurence! Je vidět, že SPD stoupají preference, takže naši političtí nepřátelé podvádí jak to jen jde - právě se internetem šíří vymyšlený obrázek, který má pomluvit SPD, že prý chceme trestat lidi, kteří bydlí ve větším bytě... Ve skutečnosti s tím nemá SPD nic společného a ani žádný takový návrh z pera SPD neexistuje!!! Ale všichni víme odkud vítr vane a která strana přichází s takovými návrhy...

Mimochodem, Piráti, ODS, STAN, TOP 09 a lidovci chtějí lidem brutálně zdražit bydlení. Do právě projednávaného stavebního zákona chtějí tuto středu ve Sněmovně prosadit novinku v podobě takzvaného místního poplatku z výstavby, který může být až tisíc korun za metr čtvereční a který zaplatí občan, který si pořizuje bydlení. Nově by obec mohla vybírat až tisíc korun za metr čtvereční podlahové plochy u dokončených staveb. U klasického rodinného domku s plochou kolem sta metrů čtverečních by tak stavebník teoreticky vydal až sto tisíc korun navíc. U bytu 60 m2 60 tisíc korun. Takhle si představují tyto strany podporu rodin s dětmi a podporu rodin, které si chtějí pořídit vlastní bydlení? Podporu rodin, které celý život budou muset splácet hypotéky? To je opravdu hnus! 

Naše hnutí SPD je rádo, že se nám vloni podařilo na náš návrh zrušit daň za nabytí nemovitosti, ale Piráti, ODS, STAN, TOP 09 a lidovci chtějí lidem fakticky zavést nové daně a brutálně zdražit bydlení! Hnutí SPD podporuje, aby si lidé mohli zajistit bydlení a budeme jasně proti tomu!
 
Pozměňující návrh podali Martin Kupka z ODS, Ivan Bartoš od Pirátů, Marek Výborný z KDU-ČSL, Věra Kovářová ze STAN a Dominik Feri z TOP 09.",NA,NA,NA,2021-05-19,2021-05-20,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,274845567675161,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=274845567675161&access_token={access_token},NA,0.01223,0.010299,0.021564,0.058899,0.107499,0.125201,NA,0.140972,0.09205,0.089797,0.124236,0.110074,0.103959,NA,9.66e-4,3.22e-4,NA,3.22e-4,0.001287,3.22e-4,NA,0.09764,0.052053,0.040737,0.049467,0.116392,0.060459,0.053023,0.059489,0.116392,0.051083,0.103783,NA,0.104753,0.042677,0.052053
2021-05-19,Hnutí SPD podporuje čím dál více lidí a aktivně vylepují naše plakáty a roznáší naše noviny👍🏻 Moc děkuju za podporu!,NA,NA,NA,2021-05-19,2021-05-21,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,478877113375574,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=478877113375574&access_token={access_token},NA,0.023098,0.023716,0.019592,0.032996,0.053413,0.038358,NA,0.230357,0.301918,0.114869,0.066405,0.034853,0.055269,NA,6.19e-4,0.001237,0.001444,NA,2.06e-4,0.00165,NA,0.107937,0.056519,0.035095,0.043869,0.104264,0.058355,0.053663,0.053254,0.131198,0.055091,0.112426,NA,0.093246,0.053458,0.041624
2021-05-19,"Před chvílí mě v kanceláři navštívil velvyslanec Řecka v ČR Athanassios Paressoglou a tématem našeho jednání byla napjatá situace s nelegálními migranty na řecko-turecké hranici, která je vstupní hranicí do EU, a pokračující agresivní politika Turecka, kdy islamistický turecký prezident Erdogan aktivně podporuje africkou a muslimskou migraci do Evropy s cílem islamizace Evropy. Řecko je klíčovou hraniční nárazníkovou zemí v zastavení této migrace do Evropy a zopakoval jsem proto Řecku naši podporu a domluvili jsme se na konkrétních možnostech. Jednání se zúčastnil také poslanec SPD Jaroslav Foldyna, který je předsedou parlamentní skupiny přátel ČR - Řecko.",NA,NA,NA,2021-05-20,2021-05-21,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,2976898915885993,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=2976898915885993&access_token={access_token},0.009054,0.00281,0.006869,0.020918,0.03965,0.094599,0.111458,0.035592,0.042148,0.058695,0.100531,0.17109,0.15704,0.146113,6.24e-4,3.12e-4,3.12e-4,NA,6.24e-4,6.24e-4,9.37e-4,NA,0.092313,0.05419,0.040013,0.046629,0.134846,0.063327,0.050095,0.05104,0.108381,0.053875,0.109641,NA,0.109641,0.035287,0.050725
2021-05-19,"DĚTI DO ŠKOL - bez podmínek a bez omezení! BOJUJME S VIREM, NE S LIDMI!",NA,NA,NA,2021-05-19,2021-05-21,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,473363253901416,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=473363253901416&access_token={access_token},NA,0.082621,0.046073,0.016524,0.012053,0.010303,0.00486,NA,0.445373,0.272939,0.06007,0.023523,0.005443,0.016913,NA,0.001166,7.78e-4,5.83e-4,1.94e-4,1.94e-4,3.89e-4,NA,0.099167,0.061979,0.035638,0.050939,0.118536,0.061205,0.050165,0.064885,0.092776,0.04939,0.112531,NA,0.095487,0.049003,0.058299
2021-05-19,"Vystoupil jsem v pořadu Interview ČT24 o nejaktuálnějších tématech dnešních dnů - vládní opatření, rozvolňování, nedůvěra vládě, kauzy ministra zdravotnictví, očkování, kauza Vrbětice a vztahy s Ruskem atd. Moderovala Světlana Witowská. Jak se vám pořad líbil, souhlasíte se mnou? Napište mi do komentářů. Přeji hezký den",NA,NA,Tomio Okamura hostem pořadu Interview ČT24,2021-05-19,2021-05-21,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,228726118588609,15000,19999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=228726118588609&access_token={access_token},NA,0.002176,0.006608,0.021273,0.055359,0.102256,0.105882,NA,0.03199,0.091378,0.149476,0.166076,0.14166,0.121273,NA,8.1e-5,7.25e-4,0.001531,4.83e-4,8.06e-4,9.67e-4,NA,0.086559,0.049221,0.041754,0.048579,0.136824,0.055805,0.046009,0.05444,0.111129,0.054521,0.1088,NA,0.111611,0.04063,0.054119
2021-05-19,"Matteo má podle mě pravdu! Co myslíte Vy? :-)

Italská prokuratura chce proces s naším kamarádem a partnerem SPD senátorem Matteem Salvinim za to, že se před dvěma lety jako tehdejší ministr vnitra a předseda protiimigrační strany Liga rozhodl blokovat na moři loď se 163 nelegálními migranty. Matteo držím Ti palce! Nebudeme ustupovat probruselským sluníčkářských neomarxistům, kterými se i u nás v ČR politika i soudy jen hemží. 

Matteo Salvini čelí za odmítání migrantů v pozici ministra vnitra obvinění z únosu a zneužití pravomoci, za což by mu v případě odsouzení hrozil trest až 15 let vězení. Kauzu projedná soud v Palermu v rámci předběžného řízení – soudce nyní musí rozhodnout, zda žádosti prokuratury vyhoví a zahájí proces. 

Matteo se soudního výsledku neobává. „Jsem hrdý na to, že jsem svou prací chránil svou zemi, a to za respektování zákonů, a že jsem tím probudil Evropu a zachránil životy. Pokud mi to má způsobit problémy a trápení, pak je rád přijmu,“ uvedl Matteo Salvini, který v sobotu před soudem svůj krok v Palermu ze srpna 2019 hájil.

A já vyzývám - pojďme společně zatáhnout za jeden provaz! Vyzývám menší vlastenecké či euroskeptické strany, aby netříštily síly, a podpořili největší vlasteneckou stranu, kterou je SPD. Tak máme jedinou šanci uspět nad probruselskými stranami. Je potřeba zahodit osobní ambice a politikaření. V letošních volbách do Sněmovny v říjnu půjde totiž doslova o zachování svobody a existence naší republiky. Jakýkoli propadlý hlas pro strany, které nemají jasnou šanci překročit 5% hranici volitelnosti, znamená v důsledku posílení hlasů pro koalice Pirátů a ODS. 

Správnou cestu všem vlastencům ukázal vloni Jaroslav Foldyna, který se stal členem SPD a posílil naše řady na 19 poslanců. Vlastenci táhnou za jeden provaz! Pojďte i vy s námi! A moc Vám všem děkuji za podporu SPD a slibuji, že budeme nadále ze všech sil prosazovat náš politický program! 
Hnutí SPD je jedinou vlasteneckou stranou v České republice, která prosazuje politický program také na evropské úrovni spolu s nejsilnějšími evropskými vlasteneckými stranami a tvoříme s nimi i společnou frakci v Evropském parlamentu. 

Spolu s francouzským Národním shromážděním (Rassemblement National) Marine Le Penové a SPD jsou členy naší vlastenecké frakce Identita a demokracie (ID) například italská Lega Mattea Salviniho nebo holandská Strana pro svobodu Geerta Wilderse. Podpořte prosím SPD ve volbách, ať netříštíme hlasy, a ať je hlas vlastenců v České republice i v Evropě co nejsilnější! Děkuju! Vlastenci volí SPD. Česká republika na 1. místě! 👍❤🇨🇿🇨🇿🇨🇿",NA,NA,NA,2021-05-19,2021-05-21,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,2960006560988167,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=2960006560988167&access_token={access_token},0.001592,0.001327,0.00451,0.018042,0.053064,0.112497,0.108252,0.022552,0.034227,0.041125,0.11913,0.200849,0.156806,0.12364,2.65e-4,2.65e-4,NA,7.96e-4,5.31e-4,2.65e-4,2.65e-4,NA,0.09621,0.052478,0.040021,0.051683,0.132255,0.060694,0.048503,0.057249,0.09674,0.055129,0.103896,NA,0.111847,0.039756,0.053538
2021-05-18,"Hnutí SPD odsuzuje raketové útoky islámského teroristického hnutí Hamás a Islámský džihád na izraelské území a izraelské civilní obyvatelstvo. Tyto teroristické činy vedou k nevinným obětem, škodám na majetku a neomluvitelné eskalaci napětí mezi Palestinci a Izraelci. Izrael je zásadním nárazníkem proti šíření islámského terorismu na Blízkém východě. Jeho existence pomáhá chránit Evropu před islámských radikalismem. 

Ideovým základem Hamásu je islám. Organizace za svého člena přijímá každého muslima, který uznává její nenávistnou ideologii. K hlavním cílům hnutí patří vytvoření islámského palestinského státu na celém území Palestiny tak, aby etické základy tohoto územního celku vycházely z islámských principů a práva šáría. To hnutí SPD odmítá. 

Hnutí SPD vyslovuje plnou podporu Státu Izrael v jeho snaze o obranu proti těmto útokům ze strany islámských radikálů a považuje tuto obranu za zcela legitimní. Zároveň vyzýváme Vládu ČR k prosazení rezoluce Rady bezpečnosti OSN odsuzující hnutí Hamás za raketové útoky na Izrael a vyzýváme k zastavení násilí.",NA,NA,NA,2021-05-19,2021-05-20,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,501537004227296,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=501537004227296&access_token={access_token},0.016676,0.010926,0.006901,0.013514,0.029327,0.06843,0.062392,0.062392,0.156987,0.09977,0.098332,0.133698,0.119896,0.117596,8.63e-4,0.00115,2.88e-4,NA,NA,2.88e-4,5.75e-4,NA,0.101632,0.054108,0.036072,0.051245,0.126253,0.058975,0.049241,0.062124,0.102777,0.052104,0.109075,NA,0.108503,0.04008,0.04781
2021-05-18,"Prezident Zeman se dnes v Praze omluvil srbskému prezidentovi Vučičovi za “humanitární bombardování” Jugoslávie v roce 1999. I já jsem se v minulosti zástupcům Srbska za zločinné bombardování omluvil. Omluva za zločiny, které NATO spáchalo, je na místě a je ke cti pana prezidenta. Vraždění jednotkami NATO bylo spuštěno pod záminkami, které se později ukázaly  jako vylhané a uměle vykonstruované, a samotnou válku provázely prokázané válečné zločiny armád NATO, což konstatovaly mj. renomované mezinárodní organizace a agrese byla i v rozporu s chartou OSN.",NA,NA,NA,2021-05-18,2021-05-20,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,159029249514981,4000,4999,500001,1000000,https://www.facebook.com/ads/archive/render_ad/?id=159029249514981&access_token={access_token},NA,0.00268,0.00268,0.010721,0.032758,0.078916,0.124777,NA,0.081894,0.073853,0.1081,0.170637,0.1486,0.162895,NA,5.96e-4,2.98e-4,NA,NA,2.98e-4,2.98e-4,NA,0.093815,0.049298,0.035255,0.048402,0.13893,0.064237,0.045713,0.057664,0.100986,0.05378,0.110846,NA,0.105468,0.035853,0.059755
2021-05-18,"Vítáme rezignaci nejvyššího státního zástupce Pavla Zemana. Zcela nepřijatelná je délka jednotlivých přípravných soudních řízení či to, že nesouhlasil s odtajněním spisu k Vrběticím veřejnosti. Za působení Pavla Zemana se také značně zvýšila celková částka, kterou stát vyplácí jako odškodnění lidem, kteří byli nespravedlivě obvinění. Jsou případy, kdy byl občan nespravedlivě dva roky ve vazbě a nakonec se ukázalo, že je nevinný... 

Nejvyšší státní zástupce Pavel Zeman se rozhodl po deseti letech rezignovat na svou funkci k 30. červnu. Hnutí SPD mělo k jeho práci v pozici Nejvyššího státního zástupce dlouhodobě výhrady. 

Pavel Zeman také nesouhlasil s odtajněním spisu k Vrběticím, aby se široká veřejnost nedozvěděla informace o celé kauze, přestože zde žádné utajované informace podle našich zjištění nejsou uvedeny. 

Vláda by měla na návrh ministryně spravedlnosti Marie Benešové (za ANO) v co nejkratším možném termínu, tedy ještě před podzimními volbami, vybrat jeho nástupce a zajistit tak stabilitu výkonu Nejvyššího státního zastupitelství.",NA,NA,NA,2021-05-18,2021-05-20,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,1631353533720857,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=1631353533720857&access_token={access_token},NA,0.002069,0.007586,0.021724,0.056897,0.118621,0.123793,NA,0.051034,0.054483,0.095862,0.162069,0.160345,0.142069,NA,3.45e-4,6.9e-4,NA,NA,0.001379,0.001034,NA,0.097367,0.043659,0.044006,0.044006,0.147609,0.064103,0.043313,0.051629,0.11088,0.048857,0.109841,NA,0.106376,0.038115,0.050243
2021-05-18,"Ministr zdravotnictví Petr Arenberger by měl kvůli svému střetu zájmů okamžitě rezignovat. Ministr zdravotnictví Petr Arenberger (za ANO) neuvedl ve svém majetkovém přiznání 65 svých nemovitostí. Navíc v jedné z jeho budov sídlí archiv Fakultní nemocnice Královské Vinohrady, kterou nemocnici pronajal v roce 2013, kdy v nemocnici pracoval na pozici náměstka a později ji i řídil. Z dostupných údajů o pronájmu tak vyplývá, že jenom za posledních pět let Arenberger od nemocnice na nájemném vyinkasoval několik milionů korun. 

Podle SPD se jedná se z jeho strany o střet zájmů a zásadní pochybení. Tyto skutečnosti jsou jednoznačným důvodem k ministrově okamžité rezignaci. Takovéto způsoby chování do politiky nepatří a hnutí SPD to odmítá!",NA,NA,NA,2021-05-18,2021-05-20,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,136194155217094,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=136194155217094&access_token={access_token},NA,0.004506,0.010763,0.030538,0.07985,0.128411,0.123154,NA,0.064581,0.065081,0.114393,0.157697,0.116395,0.102128,NA,5.01e-4,NA,5.01e-4,5.01e-4,2.5e-4,7.51e-4,NA,0.099208,0.053439,0.036121,0.054923,0.141762,0.060366,0.045275,0.054923,0.096239,0.051212,0.10193,NA,0.117021,0.039832,0.047749
2021-05-17,"Zákon SPD o referendu leží ve Sněmovně již tři roky a všechny ostatní strany nám ho blokují. Chápu to od ODS, KDU-ČSL, TOP09 a STAN, které od začátku nechtějí přímou demokracii a zákon o referendu vždy odmítaly, protože prosazují vládu elit. Totální podraz to je ale od hnutí ANO, ČSSD, Pirátů a KSČM, kteří před volbami lidem veřejně slibovali, že zákon o referendu podpoří. Piráti mají v programu černé na bílém napsáno, že podpoří i referendum o členství ČR v mezinárodních organizacích (EU, NATO), ale hned po volbách řekli, že to prosazovat nebudou a prosazují pravý opak. 

V programu Piráti píší: ""Prosazujeme: Závazná referenda na úrovni celého státu, krajů a obcí. Občané v nich rozhodnou o návrzích zákonodárné iniciativy nebo o zásadních návrzích parlamentu (změny ústavy, mezinárodní smlouvy, členství v mezinárodních organizacích, vojenské základny apod.). Stát nebude předem podporovat žádné stanovisko; pro každé referendum občan obdrží stručný posudek od navrhovatele pro přijetí a posudek od odpůrců proti přijetí návrhu.""

Piráti ale otočili a v referendu se podle návrhu, který podporují, o členství v EU či NATO nesmí hlasovat!

Takže SPD je nakonec fakticky jedinou stranou v Parlamentu, která bojuje za demokracii. Mimochodem, ve Sněmovně už tři roky leží také náš zákon na přímou volbu a odvolatelnost politiků. A ještě dodám, že jsme již 14x navrhli referendum o vystoupení ČR z EU a pokaždé nám to ostatní strany v Parlamentu zamítly. 

Takže znovu zopakuji, doufám, že v letošních volbách posílíme, abychom měli větší sílu prosadit náš program. Bude velmi důležité, aby nepropadl žádný hlas, proto prosím všechny vlastenecky smýšlející občany o podporu, jelikož je SPD jedinou vlasteneckou stranou, která má reálnou šanci nejen překročit 5% hranici, ale také 10% a postavit se nejsilnějším politickým stranám v republice. Prosím všechny občany o podporu.

https://www.novinky.cz/domaci/clanek/ano-cssd-a-pirati-se-shodli-na-zakonu-o-referendu-40275152",NA,NA,NA,2021-05-19,2021-05-20,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,3050022628607868,1000,1999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=3050022628607868&access_token={access_token},0.120844,0.118206,0.017942,0.015831,0.035356,0.059103,0.059631,0.10343,0.172559,0.07124,0.044855,0.072296,0.053298,0.048021,0.001583,0.005277,5.28e-4,NA,NA,NA,NA,NA,0.096195,0.054968,0.034884,0.052854,0.118922,0.060254,0.048626,0.055497,0.115751,0.063953,0.111522,NA,0.088266,0.044397,0.053911
2021-05-17,"Chcete takovýto genderový ""pokrok"" v naší zemi?",NA,NA,NA,2021-05-19,2021-05-20,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,833990297544027,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=833990297544027&access_token={access_token},0.037794,0.028993,0.013461,0.018379,0.029252,0.046078,0.047631,0.048408,0.153508,0.170334,0.123738,0.116231,0.07766,0.085426,0.001035,5.18e-4,7.77e-4,NA,NA,7.77e-4,NA,NA,0.093718,0.055815,0.03271,0.047767,0.127726,0.067497,0.05945,0.048546,0.095016,0.054777,0.119159,NA,0.093718,0.04595,0.058152
